	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	Lapatinib	LBW242	Nilotinib	Nutlin-3	Paclitaxel	Panobinostat	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.193676919	8.355035277	NaN	1.210710287	NaN	NaN	NaN	NaN	8.470375607	NaN	NaN	0.020004002	0.055575438	0.203046679	8.739793042	2.222860575	2.773237228	NaN	9.018479976	NaN	0.139101535	0.141954929	0.663064539	NaN
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.102951385	3.286682367	0.431350231	0.005511086	NaN	0.166905075	4.313801765	NaN	NaN	NaN	NaN	0.022759313	0.028172223	NaN	NaN	3.177840948	6.384061813	NaN	0.81245178	NaN	3.823832512	3.348681688	0.086766914	NaN
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.522316515	0.427993447	NaN	0.065416932	NaN	2.130378485	1.66750586	NaN	NaN	NaN	8.067756937	0.002542614	0.023012344	0.020401387	0.392384529	8.364242705	2.561298847	NaN	8.940084521	NaN	0.472459376	0.02982147	1.132837176	NaN
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.01727682	8.537339287	0.377973914	0.002542614	0.700849533	0.039958712	8.466555558	NaN	NaN	3.082498312	8.687600625	0.002542614	0.008078864	0.003194017	1.562127233	3.540664196	8.792463671	NaN	0.911007404	8.657436333	0.991944015	2.900593519	0.044752706	NaN
KCIMOH1_PANCREAS	0.11805778	1.585386395	1.932040572	1.164850473	1.088992715	NaN	NaN	9.086963244	NaN	NaN	NaN	NaN	0.063346863	0.204451665	NaN	3.927886248	NaN	NaN	NaN	NaN	1.520969868	8.127094195	8.80206945	2.465886116
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.116775215	8.692699334	0.520216286	0.141707614	1.342782497	0.127645299	8.401183411	8.497634687	2.540166855	0.010807797	2.226713657	0.00552177	0.013724361	0.029868389	3.883752584	1.266806006	2.790223837	8.098471191	8.144724845	3.399511576	1.931789517	9.014178829	0.074209921	1.803277016
KE39_STOMACH	0.113207169	8.343189784	3.439484358	NaN	8.022922601	NaN	8.255645859	8.568080669	NaN	3.30158329	NaN	0.006298833	0.054510903	8.945653331	1.079636931	3.39657259	NaN	NaN	5.253421783	NaN	1.139266372	8.084798221	9.116280654	1.585608721
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1370987	8.506781973	3.522778749	NaN	8.759354042	0.02652204	7.677966595	8.464283822	NaN	NaN	3.163783312	NaN	0.009120396	NaN	8.542872684	7.945418835	NaN	8.242034372	0.21552779	3.544929266	1.615826368	1.394162655	0.050143581	NaN
KELLY_AUTONOMIC_GANGLIA	1.991230845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.101594463	0.031576786	1.084522486	NaN	NaN	NaN	NaN	NaN	NaN	0.313179195	NaN	0.122734457	NaN
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NaN	NaN	NaN	0.597613811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.108431116	0.018351264	NaN	NaN	NaN	NaN	NaN	0.386663944	NaN	0.689632952	0.328285962	0.248390362	0.777249634
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.120064072	0.221845523	8.428009117	0.082825981	4.960442543	0.057680603	8.797521786	0.19440411	NaN	NaN	3.395208597	NaN	0.015634071	0.002542614	0.142129675	4.224811077	3.325286388	NaN	3.021044731	3.038037062	0.089789234	NaN	0.041499104	2.81491518
KLE_ENDOMETRIUM	NaN	NaN	NaN	NaN	NaN	0.681990504	NaN	NaN	NaN	NaN	NaN	NaN	0.062433776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.123791081	2.164593935
KMBC2_URINARY_TRACT	0.063914657	8.537094398	NaN	1.653790593	8.161505439	0.845620215	NaN	5.630817413	2.040552855	NaN	NaN	0.029661015	0.051689681	1.458437562	6.72227335	NaN	NaN	NaN	8.89764683	NaN	NaN	8.739519625	0.964003325	3.806097269
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.174300954	0.874251008	1.176314712	0.061245881	6.723270893	0.185490265	8.556895692	2.791263103	NaN	8.028491872	NaN	0.002542614	0.018676354	0.102228098	8.68429744	2.93935442	NaN	NaN	1.77353406	2.665688992	0.49919647	2.383431911	0.187842444	2.951454639
KMRC1_KIDNEY	0.230306476	0.560464382	3.620013237	NaN	8.608978342	0.384303451	NaN	1.16283381	NaN	1.114308	7.337957859	0.078431025	0.151309863	0.003694395	8.38674897	8.01599692	7.998670101	NaN	0.203730911	NaN	7.999233246	1.0227772	0.915997446	1.717279077
KMRC2_KIDNEY	0.584067166	NaN	0.20754604	NaN	NaN	0.988001287	NaN	3.698777676	NaN	8.50136868	NaN	0.008518232	0.039032817	5.370524883	NaN	NaN	NaN	NaN	0.157997981	NaN	8.614345598	0.905620337	8.676897856	9.105635131
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.031390667	0.236332193	NaN	NaN	NaN	0.345224112	8.18962267	8.57778128	NaN	8.375004936	NaN	0.00343226	0.016241467	8.029185867	0.431569993	5.526027203	2.473711967	NaN	0.549382746	8.574651958	0.186281607	0.369588643	0.705654025	2.625664473
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.101396866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.002588813	0.009961098	NaN	NaN	2.749000788	NaN	NaN	NaN	NaN	1.425675988	NaN	0.220426723	NaN
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.242981821	0.652454138	NaN	NaN	NaN	0.083523363	8.049298932	8.099663969	3.608749151	8.827539334	0.632709026	0.003898884	0.003713503	8.079351191	1.327086568	3.204299927	8.122510433	NaN	0.180637583	8.115466405	0.781334579	8.651949317	0.066809759	2.371595383
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.15605475	0.348240137	NaN	NaN	NaN	0.037083633	0.96281606	8.424238161	NaN	3.831058264	NaN	0.019567162	0.014925301	NaN	0.498377115	8.646239895	2.231092691	NaN	NaN	3.622434378	0.24901256	8.748417141	0.060237791	NaN
KNS42_CENTRAL_NERVOUS_SYSTEM	0.099886522	1.323907375	NaN	NaN	NaN	0.426467031	NaN	NaN	NaN	NaN	NaN	0.002542614	0.188003287	NaN	8.595475236	6.211358547	NaN	NaN	0.856603682	NaN	8.428054696	2.496872425	0.35994786	8.314232839
KNS60_CENTRAL_NERVOUS_SYSTEM	0.052857235	8.767682474	NaN	NaN	NaN	0.346815139	6.833752155	NaN	0.159046277	8.296111221	NaN	0.005421062	0.039572071	0.048651855	0.518169463	7.315686703	NaN	NaN	0.438900262	NaN	8.094935064	1.874979138	0.106360927	8.019257388
KNS62_LUNG	0.711982965	0.740666747	NaN	0.942772448	NaN	NaN	NaN	3.775160074	NaN	NaN	NaN	0.109460443	0.10497459	8.021710697	NaN	NaN	NaN	NaN	1.880427957	NaN	NaN	3.169487	8.769383942	NaN
KNS81_CENTRAL_NERVOUS_SYSTEM	0.141654119	1.765342355	0.899059713	0.190897599	NaN	0.146569207	NaN	1.231710911	NaN	2.942981482	8.206395063	0.029823666	0.113037825	0.009502687	0.205330342	3.645155668	NaN	NaN	0.593533933	3.193229914	2.669586897	0.740429223	0.416498423	1.38785851
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.56580466	NaN	NaN	0.028687166	8.034002126	0.097386748	NaN	NaN	NaN	1.562627792	NaN	0.022052443	0.015660262	0.002542614	0.294655979	2.062067747	NaN	NaN	0.147443458	NaN	1.296673179	1.153526187	0.05642071	NaN
KP1N_PANCREAS	1.338651896	2.001878738	8.530521615	NaN	NaN	1.375641823	NaN	8.218151708	NaN	8.453891532	NaN	0.016932499	0.155458301	0.013071609	NaN	3.982709885	NaN	NaN	8.712287859	NaN	2.790842295	2.829350233	2.298882484	NaN
KP1NL_PANCREAS	0.892305851	0.181507796	0.810531199	0.475374967	NaN	1.273795485	NaN	8.460392042	NaN	0.184748262	NaN	0.021461204	0.103343032	0.127982363	NaN	8.020472646	NaN	3.066071272	8.693821258	8.103194181	1.700753808	8.808102123	1.904686809	NaN
KP2_PANCREAS	0.034120467	2.79756546	1.591854215	0.136459798	NaN	8.080310369	NaN	8.365629094	NaN	8.259091809	NaN	0.01218222	0.051915482	0.003163223	NaN	4.202798843	NaN	NaN	8.138906353	7.802056789	2.521342754	8.24434376	2.12180829	NaN
KP3_PANCREAS	0.145422176	2.521205187	2.56905055	3.087965727	8.561102973	2.144973755	NaN	NaN	8.175230494	NaN	1.066659451	0.027452054	0.156341434	0.164938852	0.626954675	3.009905338	NaN	2.992629766	0.744646788	4.960263729	1.416964769	7.933908463	0.667805254	8.006771847
KP4_PANCREAS	0.056281913	8.520601836	0.319135606	0.141189024	3.964049101	0.249485984	8.017782323	3.50770998	NaN	3.106175661	NaN	0.007389428	0.061361935	8.139096496	0.683596075	0.876121163	0.883188248	NaN	8.818717837	3.143179417	1.547248125	9.002234057	0.634436965	8.122249649
KPNSI9S_AUTONOMIC_GANGLIA	0.082486682	0.717958808	8.228010159	0.148042455	NaN	0.039266922	4.257098675	8.672548396	NaN	8.588520213	2.495099783	0.002542614	0.031908661	0.002542614	0.514721274	3.268068552	0.917449415	3.489583969	0.379749537	4.237562656	0.832707584	8.713119659	0.009454514	3.682341576
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.136492729	NaN	0.472111225	0.140538454	3.984972715	0.430848122	NaN	8.165737698	NaN	0.015693095	NaN	0.008656399	0.029047225	0.053660139	8.726435007	2.000086546	NaN	NaN	1.094779253	NaN	NaN	2.334494114	0.304776311	0.477611065
KURAMOCHI_OVARY	NaN	8.149121531	0.189948633	NaN	4.751506329	1.904283881	NaN	0.135780931	NaN	1.822841644	NaN	0.002542614	0.134789899	0.002542614	NaN	NaN	3.216172695	NaN	2.275093794	NaN	2.419400215	0.99558121	1.034542322	1.445745945
KYM1_SOFT_TISSUE	0.083218895	8.191652245	NaN	2.674337626	NaN	NaN	NaN	NaN	0.086766496	NaN	5.545699596	0.010440577	0.007767804	0.948015451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.419412136	NaN
KYSE140_OESOPHAGUS	0.685912013	1.766553283	1.175536394	1.488470078	0.435505867	NaN	NaN	0.500889182	NaN	NaN	NaN	NaN	0.071871303	8.414278494	NaN	NaN	NaN	8.634032347	NaN	7.414515018	8.472711718	0.698970556	NaN	1.104251266
KYSE150_OESOPHAGUS	0.070753358	3.028751373	8.429085041	NaN	2.182477951	NaN	NaN	2.096794605	NaN	NaN	NaN	0.014795695	0.166695207	1.096879005	NaN	NaN	NaN	NaN	2.298533916	NaN	4.013441563	2.915581703	8.61928541	8.205478006
KYSE180_OESOPHAGUS	0.078485474	8.368660116	1.242175221	NaN	1.048347831	NaN	NaN	0.482794255	NaN	NaN	NaN	NaN	0.087300099	8.013826364	NaN	NaN	NaN	8.309860853	NaN	7.98085165	2.004482031	8.771530421	0.7803424	1.959893942
KYSE30_OESOPHAGUS	0.78889209	8.102408221	8.245557304	0.141638041	0.196845695	0.668748796	NaN	8.599172857	NaN	8.69731493	NaN	0.00794831	0.107799843	0.043559879	NaN	3.313858032	NaN	3.180639505	3.112981558	6.6256814	2.188568354	2.745054483	0.564778268	0.854581773
KYSE410_OESOPHAGUS	0.256322473	8.727207852	0.3075298	NaN	4.46668911	NaN	NaN	0.7022765	NaN	8.720007676	NaN	0.024938613	0.011089216	7.8804035	NaN	NaN	NaN	NaN	2.143572092	NaN	7.631172657	8.88390838	3.459302902	8
KYSE450_OESOPHAGUS	0.700846076	1.653412104	2.563591003	NaN	0.696187854	NaN	NaN	1.726626277	NaN	NaN	NaN	0.016289281	0.160592213	8.290789615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.852644487	8.477012247	1.799576044
KYSE510_OESOPHAGUS	0.170953944	8.867696216	NaN	NaN	NaN	NaN	NaN	8.404596466	NaN	NaN	NaN	NaN	0.138774827	NaN	NaN	NaN	NaN	2.873656511	NaN	8.584219066	8.518701289	8.713160942	0.075986922	NaN
KYSE520_OESOPHAGUS	0.073731884	2.619953871	3.816547394	8.039360987	0.399792582	1.411844492	NaN	4.532172203	2.161514997	8.700853713	NaN	0.005902303	0.083335713	8.573117326	NaN	5.05964613	NaN	NaN	8.112124407	7.228210449	2.771141291	9.424680846	4.223208427	1.96701777
KYSE70_OESOPHAGUS	0.044722799	1.256195068	8.692977263	0.002542614	3.321890354	NaN	NaN	0.558346987	NaN	NaN	NaN	0.006693674	0.044755276	0.002542614	NaN	NaN	NaN	NaN	NaN	7.539940834	3.126843929	0.834653556	8.648950338	2.173387289
L33_PANCREAS	0.047479793	NaN	NaN	2.8490095	8	0.072925001	NaN	1.7726886	NaN	NaN	NaN	0.002542614	0.055823676	8	NaN	3.4024868	NaN	NaN	0.9999135	7.34512	2.65017724	8.963028538	0.253572464	1.9110998
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.021598894	0.393856436	8.457898903	NaN	NaN	0.053164687	5.177479267	8.125175171	0.036405455	8.078594601	NaN	0.003956287	0.002888351	NaN	0.803730547	3.185992956	9.138195133	NaN	0.162201077	8.052586873	0.143580243	NaN	0.016506363	1.537327051
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.081503272	8.362116058	NaN	NaN	8.154958944	0.350514859	NaN	8.028615297	NaN	8.378164416	NaN	0.100718856	0.05792563	NaN	1.783972383	3.45660758	NaN	3.235692739	0.163487434	5.621517658	2.995382071	4.662645817	0.346372366	NaN
LC1SQSF_LUNG	0.184551194	1.158518553	2.298612833	0.945120811	0.241958484	NaN	NaN	NaN	3.246057272	NaN	NaN	0.027189029	0.145489857	NaN	4.035006523	NaN	NaN	NaN	8.73587311	NaN	1.549853086	8.988462705	8.481849369	3.165063381
LCLC103H_LUNG	8.512794803	8.97948292	NaN	NaN	NaN	1.019166231	NaN	NaN	NaN	NaN	NaN	0.024391761	0.100901924	0.002542614	NaN	NaN	NaN	NaN	8.657416771	4.425852299	7.561956882	2.270685434	0.873878241	NaN
LN18_CENTRAL_NERVOUS_SYSTEM	0.064770378	8.356410242	NaN	NaN	NaN	0.667308331	NaN	9.512126694	NaN	NaN	NaN	0.06588871	0.056463253	NaN	NaN	2.371651411	5.616121769	NaN	0.23798801	NaN	NaN	1.560399771	0.367813945	NaN
LN229_CENTRAL_NERVOUS_SYSTEM	0.046719469	8.930816644	8.050437332	0.145130962	8.855284236	NaN	7.501851082	2.283804893	NaN	8.694676116	8.559407562	0.017079864	0.061690632	8.633705513	1.48233211	8.104030865	NaN	NaN	0.93961817	8.102289522	1.994626403	1.340821385	8.645017355	2.490839005
LOUNH91_LUNG	0.015238421	NaN	0.32519415	NaN	8.403948086	0.041087404	NaN	NaN	NaN	NaN	NaN	0.008317675	0.13809225	NaN	NaN	2.914171457	NaN	NaN	0.148545161	NaN	2.288414955	NaN	0.355527461	NaN
LOXIMVI_SKIN	0.186254472	8.678880332	1.690775633	0.172177166	NaN	NaN	NaN	NaN	NaN	NaN	3.152536631	0.002542614	0.068355478	8.923612147	NaN	3.357966661	NaN	1.317177534	2.271756411	3.934700966	5.078281403	8.491043766	0.10522493	NaN
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.295196176	0.111462995	NaN	NaN	NaN	2.127597809	NaN	NaN	NaN	1.275990963	NaN	0.468396187	0.008090958	NaN	0.002542614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.972021997	NaN
LS123_LARGE_INTESTINE	0.220570996	9.178230673	3.013163567	0.359863698	0.816784859	NaN	NaN	NaN	NaN	8.54671183	NaN	0.07187251	0.046612415	0.015350724	NaN	7.708224773	NaN	NaN	9.326990719	NaN	8.890914197	NaN	8.640987637	4.993937969
LS411N_LARGE_INTESTINE	0.078610569	8.200873171	NaN	0.145424291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.003219193	0.032660805	0.005855605	NaN	3.496265888	NaN	0.798008144	1.688379049	NaN	2.34105587	4.787508011	0.535409987	NaN
LS513_LARGE_INTESTINE	0.019685648	0.235538274	NaN	0.606964946	NaN	0.060192246	NaN	8.966962096	NaN	0.824943781	NaN	0.002542614	0.061920285	0.002542614	9.118967956	8.061217995	NaN	NaN	NaN	NaN	0.044141453	NaN	NaN	0.197894588
LU99_LUNG	0.056266502	2.385369301	2.088111877	0.339527905	8.740283209	0.036037888	8.567593792	3.347718954	NaN	2.869487524	8.543284961	0.002542614	0.065849088	0.072833478	1.000812769	2.919942617	NaN	2.227716208	0.21412909	5.272282124	1.042403221	0.825717568	0.054460701	6.443815231
LUDLU1_LUNG	0.042109817	NaN	8.275049141	0.002671892	0.336647272	NaN	NaN	NaN	NaN	2.689198732	NaN	0.002542614	0.040015548	NaN	0.739751935	8.745860557	NaN	8.314210126	0.350615501	NaN	0.889362276	8.813598304	0.041760042	1.016152978
M059J	0.074408621	NaN	1.188253641	NaN	NaN	NaN	NaN	NaN	0.038884383	3.246944666	NaN	0.011835404	0.108535469	NaN	NaN	NaN	NaN	NaN	8.936106034	NaN	2.505095243	9.008254006	1.433324933	NaN
MALME3M_SKIN	0.069563471	8.715344684	NaN	0.052478261	7.80415535	5.601092815	NaN	8.10332394	1.106607437	3.901403666	NaN	0.006868892	0.043364551	0.006325447	0.714372873	3.564263582	NaN	0.276334286	0.358453423	8.348484871	0.310532212	3.102227211	8.192553143	8.036140812
MB157_BREAST	0.095196359	NaN	0.495358765	NaN	0.295364827	0.209060892	NaN	NaN	NaN	NaN	NaN	0.00508592	0.046542194	0.198571131	NaN	NaN	NaN	NaN	8.11795324	NaN	NaN	2.307923555	0.09699522	0.280312359
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.765346348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.138118267	0.012689769	0.103635818	NaN	8.012317667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.137555569	NaN
MCAS_OVARY	0.10287384	8.668376571	1.546672344	9.146393092	NaN	0.537313581	NaN	8.033557123	4.545028687	9.580913285	NaN	0.007130012	0.08547977	2.0125227	NaN	4.2533455	NaN	NaN	7.56007576	NaN	2.918482304	8.780629784	2.6664438	4.214887
MCF7_BREAST	NaN	1.059732199	NaN	NaN	NaN	0.420637161	NaN	8.974668059	NaN	NaN	NaN	0.018153984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.361564428	7.465579033	0.39218539	NaN
MDAMB157_BREAST	NaN	2.88415885	0.212595552	NaN	NaN	NaN	0.011405895	NaN	0.005420263	NaN	NaN	0.006675275	0.077617005	NaN	NaN	1.41736269	NaN	NaN	0.843292832	5.865414143	NaN	2.597872019	0.179898396	2.7233634
MDAMB175VII_BREAST	0.017604515	NaN	2.217795849	2.984814882	1.857569337	NaN	NaN	0.402319819	NaN	NaN	NaN	NaN	0.107506216	1.239876866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.703787804	8.542653063	3.080955744
MDAMB415_BREAST	0.0206032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.210792629	NaN	NaN	0.057651918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.160408906	NaN	NaN
MDAMB435S_SKIN	0.050270259	9.111120698	NaN	0.090712667	NaN	0.317210317	NaN	3.915276051	NaN	5.659163952	1.43221736	0.002869408	0.049858999	0.002542614	0.668061197	8.342338294	7.922626019	0.941861272	8.659602348	8.133985371	0.588892877	3.818586826	0.233918756	NaN
MDAMB436_BREAST	0.041530512	8.548909605	NaN	NaN	NaN	NaN	0.003130407	4.344305515	NaN	8.302404276	NaN	0.014086062	0.079673111	0.007445921	NaN	8.220542818	NaN	NaN	2.271178246	NaN	3.293587685	3.787912369	0.243943363	NaN
MDAMB453_BREAST	0.01410364	8.747546334	3.103794813	5.353428841	NaN	0.144482166	NaN	1.272974253	2.191242456	9.532789503	NaN	NaN	0.011434652	1.178217411	3.409235477	3.406751156	NaN	8.458834104	4.4094944	3.994282246	NaN	8.102760698	0.201478988	7.164134026
MDAMB468_BREAST	0.265800059	9.055180801	8.319108428	NaN	NaN	0.15765813	NaN	2.07880187	NaN	3.195904255	NaN	0.00576519	0.220418647	NaN	NaN	3.498851776	NaN	NaN	0.811531782	NaN	2.460805893	NaN	0.167754397	1.099178433
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.271680772	NaN	0.002542614	NaN	NaN	0.058545202	3.286283016	NaN	NaN	8.481263503	NaN	0.019571858	0.019849889	0.002542614	8.565767506	8.003983363	8.632507595	NaN	8.806238422	8.399534096	NaN	2.808730364	0.023385081	8.593346833
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.97806257	8.638485987	1.194555521	3.478474855	8.772012469	0.480781823	NaN	8.851577971	NaN	0.067006387	NaN	0.066890962	0.058951221	0.275297195	NaN	3.063280582	2.915791273	NaN	0.920526385	NaN	NaN	8.183951595	0.750338256	1.544258595
MELHO_SKIN	0.115499377	8.03755454	8.166262109	0.080764636	8.067915748	0.293045729	NaN	7.494398594	8.707420328	8.412597259	NaN	0.002581549	0.031173918	0.013719493	NaN	8.502733815	NaN	0.258539736	0.733596742	5.597300529	9.081918095	8.884678044	1.023701549	7.592901707
MESSA_SOFT_TISSUE	0.037581444	NaN	NaN	NaN	NaN	NaN	8.328786353	NaN	1.588379741	NaN	3.398276091	0.002542614	0.096572593	NaN	0.794819832	2.697656631	NaN	NaN	8.462304009	5.371909142	6.351518154	8.363487718	0.094844796	NaN
MEWO_SKIN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.009305894	0.08683297	0.627607584	NaN	NaN	NaN	NaN	0.361688167	NaN	8.550389528	8.645565436	NaN	NaN
MFE280_ENDOMETRIUM	0.162893802	NaN	NaN	NaN	9.113956121	0.747660518	7.306062222	NaN	NaN	6.776589394	NaN	0.022011064	0.060238522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.105544806	2.956356049
MFE296_ENDOMETRIUM	0.287810951	8.926175778	3.063340902	NaN	3.721626043	NaN	1.257416368	8.206088575	NaN	NaN	NaN	0.012253076	0.054812457	8.905672049	NaN	8.063348654	NaN	6.209597111	0.404278427	3.78998971	8.120870245	5.385315895	0.069517508	1.449292898
MFE319_ENDOMETRIUM	NaN	6.926526546	NaN	NaN	0.211277753	NaN	NaN	NaN	NaN	NaN	NaN	0.002542614	0.050994497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.693044901	2.229801893	0.776024878
MG63_BONE	0.592983723	8.136759459	6.675624847	NaN	6.081908703	0.186407372	NaN	3.383454323	NaN	8.030547454	NaN	0.006151426	0.086745858	2.300024986	0.531697094	5.794953346	NaN	NaN	3.86756444	NaN	1.180657744	9.054110279	0.223333165	2.821741343
MHHES1_BONE	0.140642673	2.430807352	0.911473691	0.807588398	8.862871908	0.046569914	8.731184607	8.93896567	NaN	8.873573363	NaN	0.002542614	0.058480795	0.017844243	0.671956778	8.662600921	3.938650608	4.444357395	0.145918235	2.885093212	0.687429249	8.572684233	0.018516079	1.823456287
MIAPACA2_PANCREAS	0.018303668	6.491219521	0.26600707	0.13751538	NaN	0.16655266	NaN	8.969988148	NaN	5.109975338	NaN	0.00754348	0.016423536	0.020466195	NaN	8	NaN	NaN	1.508407116	2.6613755	0.7953925	8.609680276	0.118678682	3.774073
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.122465871	3.541588545	NaN	2.832027435	2.392301083	0.080009148	NaN	3.468369246	NaN	NaN	NaN	0.003631432	0.008986215	NaN	0.489362538	NaN	NaN	1.826708555	0.225623384	NaN	NaN	1.575141072	0.046689074	4.073411942
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.085055649	0.26321578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.008552494	0.012664186	NaN	3.943963528	3.064124107	NaN	NaN	NaN	NaN	8.222788573	NaN	0.215547085	2.016509533
MKN45_STOMACH	0.017321344	NaN	NaN	0.624791682	NaN	0.073144414	0.560598791	NaN	NaN	9.249514698	8.105819893	0.002542614	0.024045276	0.194990486	NaN	0.110653877	0.228800446	NaN	0.217993706	7.774501801	1.067558527	2.594214201	0.069933258	NaN
MKN7_STOMACH	0.761752009	NaN	NaN	NaN	NaN	0.494376183	NaN	NaN	NaN	NaN	NaN	NaN	0.147101715	0.186072335	NaN	NaN	NaN	NaN	NaN	NaN	8.230589546	NaN	2.020899773	NaN
MKN74_STOMACH	0.137193099	3.385849476	NaN	NaN	8.617574259	1.22751224	NaN	NaN	NaN	NaN	NaN	0.018099422	0.154865161	0.61356467	NaN	NaN	NaN	NaN	0.542899013	NaN	0.189228281	NaN	0.689290106	NaN
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	0.19663918	NaN	1.958371401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.030187504	0.234715715	2.987587929	2.425515652	NaN	NaN	NaN	8.239106007	NaN	NaN	NaN	0.61671257	NaN
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.295536757	0.229085594	NaN	0.098130897	NaN	0.26886037	NaN	NaN	NaN	2.42606473	2.55967927	NaN	0.013222938	0.068192415	0.431767374	1.020376801	NaN	NaN	8.806636067	NaN	0.924863577	8.203429566	0.45061028	NaN
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.362071663	8.610932761	NaN	NaN	NaN	0.014759515	4.383809566	NaN	0.614873469	NaN	3.22954011	0.002978521	0.006164606	NaN	0.263697416	8.555460709	4.469226837	NaN	0.133714497	8.32191041	NaN	NaN	0.006523256	1.088582039
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.015440387	8.48180812	3.764480591	NaN	1.854851007	0.097212173	3.696600199	3.128163815	NaN	8.953079835	NaN	0.002718177	0.008627829	0.002542614	NaN	NaN	0.888773859	NaN	0.062489137	0.002542614	0.487224549	0.002542614	0.032531347	1.34888649
MORCPR_LUNG	0.074916176	2.852065325	NaN	NaN	NaN	NaN	NaN	1.098604321	0.811146259	NaN	NaN	0.008230341	0.030370161	0.095980637	NaN	NaN	NaN	NaN	NaN	NaN	3.606700897	0.147896111	0.920332611	NaN
MPP89_PLEURA	0.165937513	0.002542614	0.252904326	NaN	NaN	0.470456004	NaN	1.90156126	NaN	8.884415861	NaN	0.064131811	0.06200701	3.963473797	NaN	1.697947264	NaN	NaN	0.223963112	NaN	2.844747543	8.941423358	0.185459673	3.731732368
MSTO211H_PLEURA	0.186413318	NaN	1.181795835	0.64525342	NaN	NaN	NaN	5.298338413	NaN	3.965860128	2.714021206	0.01144923	0.078588434	9.078120689	8.216740049	3.277687311	8.23935923	7.339414597	1.120468259	8.382929648	2.293585539	2.156541348	0.24587214	6.191408157
NCIH1048_LUNG	0.048311025	8.624739739	0.443204492	NaN	NaN	0.03831875	NaN	2.747856379	NaN	8.541516665	NaN	0.002542614	0.060544744	2.703097582	NaN	3.371703386	NaN	NaN	8.312853907	5.90554142	1.459519506	8.537476237	0.022630608	1.61973846
NCIH1092_LUNG	1.29968071	NaN	NaN	NaN	NaN	0.148407474	NaN	NaN	NaN	NaN	NaN	NaN	0.073318265	NaN	NaN	8.997163292	NaN	NaN	8.275826788	NaN	NaN	8.5145175	1.339956403	NaN
